frontal,vertical,lateral,rssi,phase,frequency,X_id_1,X_id_2,X_id_3,Y
0.41273,0.14698,-0.99434,-49.0,6.119,923.75,0.0,1.0,0.0,2
0.41273,0.14698,-0.99434,-49.0,6.1267,923.75,0.0,1.0,0.0,2
0.41273,0.14698,-0.99434,-60.0,5.2585,921.25,0.0,0.0,1.0,2
0.57689,0.043636,-0.92593,-61.0,5.5423,920.75,0.0,0.0,1.0,2
0.29548,0.16995,-1.04,-59.5,4.9762,921.75,0.0,0.0,1.0,2
0.29548,0.16995,-1.04,-49.0,4.2292,922.25,0.0,1.0,0.0,2
0.29548,0.16995,-1.04,-49.0,0.25617,923.25,0.0,1.0,0.0,2
0.29548,0.16995,-1.04,-49.0,0.26845,923.25,0.0,1.0,0.0,2
0.29548,0.14698,-1.0628,-59.5,2.4406,925.25,0.0,0.0,1.0,2
0.29548,0.14698,-1.0628,-60.0,5.5699,925.25,0.0,0.0,1.0,2
0.45964,0.1355,-0.99434,-60.0,5.2416,925.75,0.0,0.0,1.0,2
0.45964,0.1355,-0.99434,-49.5,2.574,924.25,0.0,1.0,0.0,2
0.37756,0.16995,-1.0286,-59.5,5.9472,924.75,0.0,0.0,1.0,2
0.37756,0.16995,-1.0286,-59.5,5.9411,924.75,0.0,0.0,1.0,2
0.30721,0.16995,-1.04,-60.0,5.2493,921.25,0.0,0.0,1.0,2
0.30721,0.16995,-1.04,-61.0,5.5438,920.75,0.0,0.0,1.0,2
0.33066,0.18143,-1.0286,-60.0,4.9732,921.75,0.0,0.0,1.0,2
0.29548,0.15847,-1.04,-49.0,0.27918,923.25,0.0,1.0,0.0,2
0.29548,0.15847,-1.04,-49.0,0.30219,923.25,0.0,1.0,0.0,2
0.29548,0.15847,-1.04,-49.0,0.28992,923.25,0.0,1.0,0.0,2
0.29548,0.14698,-1.0628,-59.0,3.9745,923.25,0.0,0.0,1.0,2
0.29548,0.14698,-1.0628,-59.5,5.5806,925.25,0.0,0.0,1.0,2
0.29548,0.14698,-1.0628,-61.5,5.8383,920.25,0.0,0.0,1.0,2
0.43619,0.11254,-0.99434,-49.5,5.7708,924.25,0.0,1.0,0.0,2
0.29548,0.15847,-1.04,-59.5,5.9963,924.75,0.0,0.0,1.0,2
0.28376,0.16995,-1.04,-59.5,0.4648,923.75,0.0,0.0,1.0,2
0.28376,0.16995,-1.04,-59.0,3.611,923.75,0.0,0.0,1.0,2
0.30721,0.16995,-1.04,-59.5,4.671,922.25,0.0,0.0,1.0,2
0.34238,0.16995,-1.0286,-59.5,0.83449,923.25,0.0,0.0,1.0,2
0.45964,0.1355,-0.98294,-51.0,5.6466,920.25,0.0,1.0,0.0,2
0.30721,0.15847,-1.04,-60.0,2.1031,925.75,0.0,0.0,1.0,2
0.30721,0.15847,-1.04,-59.5,0.041417,924.25,0.0,0.0,1.0,2
0.30721,0.15847,-1.04,-59.5,0.029146,924.25,0.0,0.0,1.0,2
0.30721,0.15847,-1.04,-59.5,5.938,924.75,0.0,0.0,1.0,2
0.30721,0.15847,-1.04,-59.5,2.8057,924.75,0.0,0.0,1.0,2
0.30721,0.15847,-1.04,-59.0,4.358,922.75,0.0,0.0,1.0,2
0.45964,0.10105,-0.97154,-49.5,6.2157,923.75,0.0,1.0,0.0,2
0.34238,0.14698,-1.04,-50.5,5.3981,920.75,0.0,1.0,0.0,2
0.34238,0.14698,-1.04,-61.0,5.5561,920.75,0.0,0.0,1.0,2
0.34238,0.14698,-1.04,-60.0,4.9747,921.75,0.0,0.0,1.0,2
0.27203,0.15847,-1.04,-49.5,3.4315,923.25,0.0,1.0,0.0,2
0.34238,0.15847,-1.04,-60.0,5.5929,925.25,0.0,0.0,1.0,2
0.34238,0.15847,-1.04,-61.5,5.8567,920.25,0.0,0.0,1.0,2
0.27203,0.16995,-1.0514,-51.0,1.6552,925.75,0.0,1.0,0.0,2
0.27203,0.16995,-1.0514,-49.5,5.8107,924.25,0.0,1.0,0.0,2
0.28376,0.14698,-1.0514,-59.0,0.069029,924.25,0.0,0.0,1.0,2
0.28376,0.14698,-1.0514,-59.5,0.052155,924.25,0.0,0.0,1.0,2
0.28376,0.14698,-1.0514,-59.5,4.3473,922.75,0.0,0.0,1.0,2
0.37756,0.14698,-1.0057,-50.0,4.9578,921.25,0.0,1.0,0.0,2
0.37756,0.14698,-1.0057,-61.0,5.5162,920.75,0.0,0.0,1.0,2
0.50654,0.078086,-0.96014,-60.0,4.9548,921.75,0.0,0.0,1.0,2
0.28376,0.14698,-1.04,-59.5,3.9454,923.25,0.0,0.0,1.0,2
0.30721,0.16995,-1.04,-60.0,2.4206,925.25,0.0,0.0,1.0,2
0.40101,0.14698,-1.0057,-59.5,0.079767,924.25,0.0,0.0,1.0,2
0.40101,0.14698,-1.0057,-50.5,2.6737,924.25,0.0,1.0,0.0,2
0.40101,0.14698,-1.0057,-50.5,5.4732,924.75,0.0,1.0,0.0,2
0.40101,0.14698,-1.0057,-60.0,5.9979,924.75,0.0,0.0,1.0,2
0.28376,0.15847,-1.0172,-60.0,0.49701,923.75,0.0,0.0,1.0,2
0.28376,0.15847,-1.0172,-60.5,3.634,923.75,0.0,0.0,1.0,2
0.49481,0.066602,-0.93733,-61.0,5.0361,921.75,0.0,0.0,1.0,2
0.38928,0.1355,-1.0172,-60.0,4.0589,923.25,0.0,0.0,1.0,2
0.38928,0.1355,-1.0172,-50.5,0.45406,923.25,0.0,1.0,0.0,2
0.38928,0.1355,-1.0172,-60.5,2.5188,925.25,0.0,0.0,1.0,2
0.45964,0.10105,-0.99434,-62.5,2.7642,920.25,0.0,0.0,1.0,2
0.45964,0.10105,-0.99434,-60.0,2.1491,925.75,0.0,0.0,1.0,2
0.2603,0.14698,-1.0628,-59.0,3.252,924.25,0.0,0.0,1.0,2
0.2603,0.14698,-1.0628,-59.5,0.10124,924.25,0.0,0.0,1.0,2
0.2603,0.14698,-1.04,-49.5,6.208,923.75,0.0,1.0,0.0,2
0.34238,0.15847,-1.0057,-59.5,0.44025,923.75,0.0,0.0,1.0,2
0.34238,0.14698,-1.04,-61.0,5.5423,920.75,0.0,0.0,1.0,2
0.27203,0.14698,-1.04,-49.0,3.5389,923.25,0.0,1.0,0.0,2
0.38928,0.12402,-1.0514,-50.5,1.9834,925.25,0.0,1.0,0.0,2
0.27203,0.14698,-1.0628,-59.5,2.436,925.25,0.0,0.0,1.0,2
0.27203,0.14698,-1.0628,-61.0,5.8015,920.25,0.0,0.0,1.0,2
0.27203,0.14698,-1.0628,-51.0,1.6552,925.75,0.0,1.0,0.0,2
0.27203,0.14698,-1.0628,-60.0,2.1138,925.75,0.0,0.0,1.0,2
0.27203,0.14698,-1.0628,-59.5,0.078233,924.25,0.0,0.0,1.0,2
0.47136,0.078086,-0.99434,-50.0,2.301,924.75,0.0,1.0,0.0,2
0.2603,0.14698,-1.0514,-49.5,3.071,923.75,0.0,1.0,0.0,2
0.2603,0.14698,-1.0628,-59.5,3.9884,923.25,0.0,0.0,1.0,2
0.41273,0.12402,-1.0286,-51.5,5.7202,920.25,0.0,1.0,0.0,2
0.29548,0.14698,-1.0514,-59.5,0.032214,924.25,0.0,0.0,1.0,2
0.27203,0.14698,-1.0514,-59.5,2.8149,924.75,0.0,0.0,1.0,2
0.27203,0.14698,-1.0514,-59.5,4.3534,922.75,0.0,0.0,1.0,2
0.2603,0.16995,-1.0628,-59.5,0.44332,923.75,0.0,0.0,1.0,2
0.31893,0.14698,-1.04,-61.0,5.5668,920.75,0.0,0.0,1.0,2
0.31893,0.14698,-1.04,-60.0,4.9977,921.75,0.0,0.0,1.0,2
0.27203,0.16995,-1.0628,-59.5,4.6878,922.25,0.0,0.0,1.0,2
0.30721,0.14698,-1.0514,-49.0,0.31447,923.25,0.0,1.0,0.0,2
0.30721,0.14698,-1.0514,-49.0,0.32674,923.25,0.0,1.0,0.0,2
0.2603,0.15847,-1.0628,-50.5,1.9497,925.25,0.0,1.0,0.0,2
0.2603,0.1355,-1.0628,-62.0,5.8644,920.25,0.0,0.0,1.0,2
0.28376,0.14698,-1.04,-51.0,1.623,925.75,0.0,1.0,0.0,2
0.28376,0.14698,-1.04,-60.0,2.1307,925.75,0.0,0.0,1.0,2
0.28376,0.14698,-1.04,-59.5,0.064427,924.25,0.0,0.0,1.0,2
0.34238,0.15847,-1.0286,-50.0,2.2381,924.75,0.0,1.0,0.0,2
0.48309,0.078086,-0.97154,-49.5,3.8319,922.75,0.0,1.0,0.0,2
0.45964,0.10105,-1.0172,-59.0,3.5788,923.75,0.0,0.0,1.0,2
0.45964,0.10105,-1.0172,-59.5,0.43872,923.75,0.0,0.0,1.0,2
0.31893,0.14698,-1.0514,-50.5,5.3214,920.75,0.0,1.0,0.0,2
0.31893,0.14698,-1.0514,-61.0,5.5407,920.75,0.0,0.0,1.0,2
0.29548,0.1355,-1.0514,-59.0,3.9515,923.25,0.0,0.0,1.0,2
0.29548,0.1355,-1.0514,-59.0,3.95,923.25,0.0,0.0,1.0,2
0.29548,0.1355,-1.0514,-59.5,5.5745,925.25,0.0,0.0,1.0,2
0.40101,0.14698,-1.0172,-61.0,5.8322,920.25,0.0,0.0,1.0,2
0.40101,0.14698,-1.0172,-51.0,1.5938,925.75,0.0,1.0,0.0,2
0.40101,0.14698,-1.0172,-60.0,2.0755,925.75,0.0,0.0,1.0,2
0.40101,0.14698,-1.0172,-51.5,1.5616,925.75,0.0,1.0,0.0,2
0.27203,0.15847,-1.04,-59.0,0.021476,924.25,0.0,0.0,1.0,2
0.27203,0.15847,-1.04,-59.5,0.018408,924.25,0.0,0.0,1.0,2
0.27203,0.15847,-1.04,-59.5,5.9043,924.75,0.0,0.0,1.0,2
0.28376,0.14698,-1.0628,-49.5,6.1451,923.75,0.0,1.0,0.0,2
0.34238,0.15847,-1.0286,-60.5,5.5684,920.75,0.0,0.0,1.0,2
0.28376,0.14698,-1.04,-59.5,4.6464,922.25,0.0,0.0,1.0,2
0.28376,0.14698,-1.04,-49.5,0.28379,923.25,0.0,1.0,0.0,2
0.30721,0.15847,-1.04,-59.5,3.9638,923.25,0.0,0.0,1.0,2
0.30721,0.15847,-1.04,-50.5,1.9037,925.25,0.0,1.0,0.0,2
0.42446,0.12402,-1.0286,-62.0,5.7954,920.25,0.0,0.0,1.0,2
0.42446,0.12402,-1.0286,-60.5,2.0525,925.75,0.0,0.0,1.0,2
0.42446,0.12402,-1.0286,-60.5,2.0448,925.75,0.0,0.0,1.0,2
0.28376,0.15847,-1.04,-59.5,3.5742,923.75,0.0,0.0,1.0,2
0.28376,0.15847,-1.04,-59.5,3.5665,923.75,0.0,0.0,1.0,2
0.28376,0.15847,-1.04,-50.5,5.0499,921.25,0.0,1.0,0.0,2
0.28376,0.15847,-1.04,-61.0,2.1598,921.25,0.0,0.0,1.0,2
0.2603,0.18143,-1.0742,-50.5,4.7615,921.75,0.0,1.0,0.0,2
0.36583,0.14698,-1.0172,-59.5,3.9761,923.25,0.0,0.0,1.0,2
0.36583,0.14698,-1.0172,-59.5,3.9868,923.25,0.0,0.0,1.0,2
0.2603,0.16995,-1.0628,-62.5,5.8644,920.25,0.0,0.0,1.0,2
0.2603,0.16995,-1.0628,-60.5,2.1552,925.75,0.0,0.0,1.0,2
0.48309,0.089569,-0.97154,-50.0,5.7524,924.25,0.0,1.0,0.0,2
0.30721,0.14698,-1.0514,-59.5,6.0101,924.75,0.0,0.0,1.0,2
0.30721,0.14698,-1.0514,-60.5,4.335,922.75,0.0,0.0,1.0,2
0.27203,0.14698,-1.0514,-59.5,3.6401,923.75,0.0,0.0,1.0,2
0.34238,0.14698,-1.04,-61.0,5.2708,921.25,0.0,0.0,1.0,2
0.33066,0.14698,-1.0286,-49.0,1.1259,922.25,0.0,1.0,0.0,2
0.28376,0.16995,-1.0742,-50.5,1.8761,925.25,0.0,1.0,0.0,2
0.38928,0.11254,-1.0286,-50.5,1.8761,925.25,0.0,1.0,0.0,2
0.38928,0.11254,-1.0286,-59.5,2.4636,925.25,0.0,0.0,1.0,2
0.38928,0.11254,-1.0286,-61.5,5.7923,920.25,0.0,0.0,1.0,2
0.29548,0.15847,-1.0628,-50.0,2.5065,924.25,0.0,1.0,0.0,2
0.34238,0.16995,-1.0286,-62.5,2.1215,921.25,0.0,0.0,1.0,2
0.23685,0.12402,-1.1312,-50.5,1.5539,921.75,0.0,1.0,0.0,2
0.23685,0.12402,-1.1312,-50.5,1.1704,922.25,0.0,1.0,0.0,2
0.31893,0.078086,-1.04,-61.0,3.8043,923.25,0.0,0.0,1.0,2
0.37756,0.1355,-1.0286,-62.5,5.8644,920.25,0.0,0.0,1.0,2
0.28376,0.1355,-1.04,-60.0,0.069029,924.25,0.0,0.0,1.0,2
0.28376,0.1355,-1.04,-50.5,2.2089,924.75,0.0,1.0,0.0,2
0.29548,0.14698,-1.04,-60.0,3.6463,923.75,0.0,0.0,1.0,2
0.28376,0.15847,-1.0514,-62.0,5.2968,921.25,0.0,0.0,1.0,2
0.28376,0.15847,-1.04,-61.5,4.9686,921.75,0.0,0.0,1.0,2
0.28376,0.15847,-1.04,-50.0,1.1305,922.25,0.0,1.0,0.0,2
0.28376,0.15847,-1.04,-60.5,4.6648,922.25,0.0,0.0,1.0,2
0.27203,0.16995,-1.0628,-51.0,1.9482,925.25,0.0,1.0,0.0,2
0.27203,0.16995,-1.0628,-51.0,1.939,925.25,0.0,1.0,0.0,2
0.30721,0.15847,-1.04,-60.5,6.0347,924.75,0.0,0.0,1.0,2
0.30721,0.15847,-1.04,-60.5,6.0454,924.75,0.0,0.0,1.0,2
0.30721,0.15847,-1.04,-60.5,4.3841,922.75,0.0,0.0,1.0,2
0.50654,0.078086,-0.96014,-50.5,4.987,921.25,0.0,1.0,0.0,2
0.50654,0.078086,-0.96014,-50.5,4.9824,921.25,0.0,1.0,0.0,2
0.31893,0.15847,-1.0514,-62.0,2.3669,920.75,0.0,0.0,1.0,2
0.31893,0.16995,-1.0286,-61.0,4.9578,921.75,0.0,0.0,1.0,2
0.29548,0.15847,-1.04,-60.0,3.9837,923.25,0.0,0.0,1.0,2
0.34238,0.16995,-1.04,-60.5,2.1552,925.75,0.0,0.0,1.0,2
0.34238,0.16995,-1.04,-61.0,2.1491,925.75,0.0,0.0,1.0,2
0.24858,0.15847,-1.0514,-60.0,2.8762,924.75,0.0,0.0,1.0,2
0.30721,0.16995,-1.04,-60.5,4.312,922.75,0.0,0.0,1.0,2
0.30721,0.16995,-1.04,-49.5,6.1528,923.75,0.0,1.0,0.0,2
0.28376,0.14698,-1.0514,-61.0,2.0908,925.75,0.0,0.0,1.0,2
0.29548,0.15847,-1.0514,-60.5,2.8455,924.75,0.0,0.0,1.0,2
0.27203,0.14698,-1.04,-60.5,4.332,922.75,0.0,0.0,1.0,2
0.27203,0.14698,-1.04,-60.5,0.474,923.75,0.0,0.0,1.0,2
0.27203,0.14698,-1.04,-49.5,6.1528,923.75,0.0,1.0,0.0,2
0.44791,0.11254,-1.0057,-51.0,5.3244,920.75,0.0,1.0,0.0,2
0.44791,0.11254,-1.0057,-51.0,5.3122,920.75,0.0,1.0,0.0,2
0.27203,0.16995,-1.04,-60.5,4.9747,921.75,0.0,0.0,1.0,2
0.27203,0.16995,-1.04,-60.5,4.6602,922.25,0.0,0.0,1.0,2
0.27203,0.16995,-1.04,-59.5,3.9776,923.25,0.0,0.0,1.0,2
0.2603,0.12402,-1.0286,-60.0,2.4436,925.25,0.0,0.0,1.0,2
0.27203,0.18143,-1.0514,-62.5,2.6691,920.25,0.0,0.0,1.0,2
0.27203,0.18143,-1.0514,-52.0,1.6122,925.75,0.0,1.0,0.0,2
0.48309,0.066602,-1.1084,-51.5,5.7386,924.25,0.0,1.0,0.0,2
0.48309,0.066602,-1.1084,-61.5,6.2433,924.25,0.0,0.0,1.0,2
0.1665,0.14698,-1.1084,-62.5,4.1494,922.75,0.0,0.0,1.0,2
0.1665,0.14698,-1.1084,-60.5,0.50468,923.75,0.0,0.0,1.0,2
0.1665,0.14698,-1.1084,-62.0,5.2738,921.25,0.0,0.0,1.0,2
0.64724,0.0091865,-0.91452,-61.5,2.3976,920.75,0.0,0.0,1.0,2
0.64724,0.0091865,-0.91452,-50.0,4.6019,921.75,0.0,1.0,0.0,2
0.64724,0.0091865,-0.91452,-60.5,4.987,921.75,0.0,0.0,1.0,2
0.51826,0.078086,-0.94873,-49.5,4.2369,922.25,0.0,1.0,0.0,2
0.47136,0.10105,-1.0057,-50.5,1.8761,925.25,0.0,1.0,0.0,2
0.47136,0.10105,-1.0057,-62.0,5.8061,920.25,0.0,0.0,1.0,2
0.30721,0.16995,-1.0286,-60.0,2.0939,925.75,0.0,0.0,1.0,2
0.29548,0.15847,-1.04,-59.5,0.064427,924.25,0.0,0.0,1.0,2
0.29548,0.15847,-1.04,-60.0,5.958,924.75,0.0,0.0,1.0,2
0.28376,0.16995,-1.04,-49.0,0.67495,922.75,0.0,1.0,0.0,2
0.42446,0.12402,-0.99434,-49.5,6.1114,923.75,0.0,1.0,0.0,2
0.48309,0.089569,-0.98294,-61.5,5.5193,920.75,0.0,0.0,1.0,2
0.48309,0.089569,-0.98294,-49.5,4.6296,921.75,0.0,1.0,0.0,2
0.42446,0.089569,-1.0057,-50.5,1.9359,925.25,0.0,1.0,0.0,2
0.52999,0.032153,-0.97154,-51.0,1.6076,925.75,0.0,1.0,0.0,2
0.52999,0.032153,-0.97154,-60.0,2.1154,925.75,0.0,0.0,1.0,2
0.52999,0.032153,-0.97154,-49.5,5.7018,924.25,0.0,1.0,0.0,2
0.30721,0.15847,-1.0286,-49.5,5.7171,924.25,0.0,1.0,0.0,2
0.33066,0.14698,-1.04,-59.5,5.9549,924.75,0.0,0.0,1.0,2
0.33066,0.14698,-1.04,-59.5,4.3197,922.75,0.0,0.0,1.0,2
0.33066,0.14698,-1.04,-60.0,0.40804,923.75,0.0,0.0,1.0,2
0.45964,0.078086,-0.97154,-60.5,4.9394,921.75,0.0,0.0,1.0,2
0.45964,0.078086,-0.97154,-60.0,4.6495,922.25,0.0,0.0,1.0,2
0.27203,0.15847,-1.04,-59.5,3.9684,923.25,0.0,0.0,1.0,2
0.27203,0.15847,-1.04,-59.0,3.9607,923.25,0.0,0.0,1.0,2
0.27203,0.15847,-1.04,-59.5,2.4298,925.25,0.0,0.0,1.0,2
0.27203,0.15847,-1.04,-62.0,5.7754,920.25,0.0,0.0,1.0,2
0.54171,0.055119,-0.94873,-59.5,6.2817,924.25,0.0,0.0,1.0,2
0.54171,0.055119,-0.94873,-59.5,6.274,924.25,0.0,0.0,1.0,2
0.54171,0.055119,-0.94873,-59.5,2.7719,924.75,0.0,0.0,1.0,2
0.54171,0.055119,-0.94873,-59.5,2.752,924.75,0.0,0.0,1.0,2
0.54171,0.055119,-0.94873,-59.5,4.2752,922.75,0.0,0.0,1.0,2
0.35411,0.16995,-1.0286,-62.0,5.4579,920.75,0.0,0.0,1.0,2
0.35411,0.16995,-1.0286,-60.5,4.8934,921.75,0.0,0.0,1.0,2
0.35411,0.16995,-1.0286,-60.5,4.8934,921.75,0.0,0.0,1.0,2
0.29548,0.16995,-1.0514,-60.0,4.6019,922.25,0.0,0.0,1.0,2
0.31893,0.14698,-1.0514,-62.0,2.6262,920.25,0.0,0.0,1.0,2
0.31893,0.15847,-1.0286,-60.0,0.0061359,924.25,0.0,0.0,1.0,2
0.30721,0.14698,-1.04,-60.0,2.7566,924.75,0.0,0.0,1.0,2
0.30721,0.14698,-1.04,-59.5,0.36509,923.75,0.0,0.0,1.0,2
0.30721,0.14698,-1.04,-59.5,0.35588,923.75,0.0,0.0,1.0,2
0.30721,0.15847,-1.04,-50.5,5.2416,920.75,0.0,1.0,0.0,2
0.33066,0.14698,-1.0628,-50.5,5.2324,920.75,0.0,1.0,0.0,2
0.33066,0.14698,-1.0628,-61.5,2.3286,920.75,0.0,0.0,1.0,2
0.33066,0.15847,-1.0286,-60.0,3.9024,923.25,0.0,0.0,1.0,2
0.33066,0.15847,-1.0286,-51.0,1.8392,925.25,0.0,1.0,0.0,2
0.60034,0.032153,-0.93733,-51.5,1.5693,925.75,0.0,1.0,0.0,2
0.60034,0.032153,-0.93733,-60.5,2.0724,925.75,0.0,0.0,1.0,2
0.60034,0.032153,-0.93733,-60.0,0.010738,924.25,0.0,0.0,1.0,2
0.60034,0.032153,-0.93733,-60.0,5.9028,924.75,0.0,0.0,1.0,2
0.29548,0.14698,-1.0514,-60.0,4.266,922.75,0.0,0.0,1.0,2
0.29548,0.15847,-1.04,-59.5,3.5236,923.75,0.0,0.0,1.0,2
0.29548,0.15847,-1.04,-61.0,5.191,921.25,0.0,0.0,1.0,2
0.29548,0.15847,-1.04,-61.5,5.4579,920.75,0.0,0.0,1.0,2
0.29548,0.16995,-1.04,-60.5,4.8903,921.75,0.0,0.0,1.0,2
0.30721,0.15847,-1.04,-49.5,0.13806,923.25,0.0,1.0,0.0,2
0.29548,0.15847,-1.04,-60.0,2.3853,925.25,0.0,0.0,1.0,2
0.29548,0.15847,-1.04,-62.0,2.5986,920.25,0.0,0.0,1.0,2
0.38928,0.16995,-1.0057,-60.5,2.0479,925.75,0.0,0.0,1.0,2
0.38928,0.16995,-1.0057,-50.0,2.4682,924.25,0.0,1.0,0.0,2
0.33066,0.16995,-1.0286,-50.0,2.8532,923.75,0.0,1.0,0.0,2
0.30721,0.14698,-1.04,-60.5,4.5989,922.25,0.0,0.0,1.0,2
0.28376,0.15847,-1.0514,-59.5,3.9178,923.25,0.0,0.0,1.0,2
0.30721,0.16995,-1.04,-60.5,2.0433,925.75,0.0,0.0,1.0,2
0.30721,0.16995,-1.04,-60.5,2.054,925.75,0.0,0.0,1.0,2
0.30721,0.16995,-1.04,-50.0,2.4758,924.25,0.0,1.0,0.0,2
0.30721,0.15847,-1.04,-60.0,2.7397,924.75,0.0,0.0,1.0,2
0.30721,0.15847,-1.04,-60.0,0.37122,923.75,0.0,0.0,1.0,2
0.30721,0.15847,-1.04,-61.5,5.168,921.25,0.0,0.0,1.0,2
0.55344,0.043636,-0.94873,-60.5,1.7656,921.75,0.0,0.0,1.0,2
0.55344,0.043636,-0.94873,-60.0,4.5989,922.25,0.0,0.0,1.0,2
0.27203,0.15847,-1.0514,-60.0,3.9224,923.25,0.0,0.0,1.0,2
0.35411,0.15847,-1.0286,-51.0,1.8224,925.25,0.0,1.0,0.0,2
0.35411,0.15847,-1.0286,-62.0,2.5832,920.25,0.0,0.0,1.0,2
0.40101,0.15847,-1.0057,-60.5,2.0617,925.75,0.0,0.0,1.0,2
0.28376,0.16995,-1.0286,-60.5,5.889,924.75,0.0,0.0,1.0,2
0.28376,0.16995,-1.0286,-50.5,2.1476,924.75,0.0,1.0,0.0,2
0.28376,0.15847,-1.0514,-60.0,4.2706,922.75,0.0,0.0,1.0,2
0.28376,0.15847,-1.0514,-49.5,6.0362,923.75,0.0,1.0,0.0,2
0.28376,0.16995,-1.04,-49.5,6.0638,923.75,0.0,1.0,0.0,2
0.34238,0.14698,-1.0514,-50.0,4.9287,921.25,0.0,1.0,0.0,2
0.34238,0.14698,-1.0514,-61.0,2.0647,921.25,0.0,0.0,1.0,2
0.27203,0.14698,-1.04,-51.0,1.8392,925.25,0.0,1.0,0.0,2
0.27203,0.12402,-1.0514,-60.0,2.3654,925.25,0.0,0.0,1.0,2
0.27203,0.12402,-1.0514,-62.0,5.7141,920.25,0.0,0.0,1.0,2
0.27203,0.12402,-1.0514,-51.0,1.5493,925.75,0.0,1.0,0.0,2
0.44791,0.10105,-0.99434,-49.5,2.4912,924.25,0.0,1.0,0.0,2
0.40101,0.14698,-1.0172,-50.0,2.1552,924.75,0.0,1.0,0.0,2
0.51826,0.066602,-0.96014,-50.0,2.1522,924.75,0.0,1.0,0.0,2
0.51826,0.066602,-0.96014,-49.0,0.63353,922.75,0.0,1.0,0.0,2
0.29548,0.14698,-1.0628,-49.0,3.7629,922.75,0.0,1.0,0.0,2
0.29548,0.14698,-1.0628,-49.0,3.7705,922.75,0.0,1.0,0.0,2
0.28376,0.14698,-1.0628,-59.5,3.4959,923.75,0.0,0.0,1.0,2
0.28376,0.14698,-1.0628,-59.5,0.34054,923.75,0.0,0.0,1.0,2
0.27203,0.15847,-1.04,-60.5,5.171,921.25,0.0,0.0,1.0,2
0.29548,0.15847,-1.04,-60.0,4.5866,922.25,0.0,0.0,1.0,2
0.30721,0.15847,-1.04,-59.5,3.8978,923.25,0.0,0.0,1.0,2
0.30721,0.15847,-1.04,-50.5,1.8346,925.25,0.0,1.0,0.0,2
0.30721,0.15847,-1.04,-60.0,2.4007,925.25,0.0,0.0,1.0,2
0.55344,0.055119,-0.93733,-62.5,5.7202,920.25,0.0,0.0,1.0,2
0.55344,0.055119,-0.93733,-51.5,1.5156,925.75,0.0,1.0,0.0,2
0.55344,0.055119,-0.93733,-60.5,2.0985,925.75,0.0,0.0,1.0,2
0.49481,0.10105,-0.96014,-50.0,2.5341,924.25,0.0,1.0,0.0,2
0.37756,0.14698,-1.0172,-50.0,2.1844,924.75,0.0,1.0,0.0,2
0.28376,0.14698,-1.04,-60.0,0.37736,923.75,0.0,0.0,1.0,2
0.28376,0.14698,-1.04,-61.0,5.1664,921.25,0.0,0.0,1.0,2
0.28376,0.14698,-1.04,-50.5,5.2662,920.75,0.0,1.0,0.0,2
0.28376,0.15847,-1.04,-49.5,0.158,923.25,0.0,1.0,0.0,2
0.40101,0.14698,-1.0057,-61.0,5.5346,925.25,0.0,0.0,1.0,2
0.37756,0.16995,-1.0286,-51.5,1.5217,925.75,0.0,1.0,0.0,2
0.29548,0.16995,-1.0286,-60.0,6.2586,924.25,0.0,0.0,1.0,2
0.29548,0.16995,-1.0286,-50.0,2.4743,924.25,0.0,1.0,0.0,2
0.29548,0.15847,-1.04,-60.0,5.8966,924.75,0.0,0.0,1.0,2
0.27203,0.16995,-1.0514,-60.0,4.2813,922.75,0.0,0.0,1.0,2
0.27203,0.16995,-1.0514,-49.5,6.0362,923.75,0.0,1.0,0.0,2
0.43619,0.1355,-0.99434,-50.0,4.8965,921.25,0.0,1.0,0.0,2
0.43619,0.1355,-0.99434,-61.0,5.1803,921.25,0.0,0.0,1.0,2
0.30721,0.15847,-1.04,-61.5,5.464,920.75,0.0,0.0,1.0,2
0.30721,0.15847,-1.04,-60.5,4.898,921.75,0.0,0.0,1.0,2
0.30721,0.15847,-1.04,-60.5,4.5912,922.25,0.0,0.0,1.0,2
0.30721,0.15847,-1.04,-60.5,4.5897,922.25,0.0,0.0,1.0,2
0.51826,0.078086,-0.96014,-60.5,5.5484,925.25,0.0,0.0,1.0,2
0.51826,0.078086,-0.96014,-60.0,5.5469,925.25,0.0,0.0,1.0,2
0.31893,0.16995,-1.04,-51.5,1.5386,925.75,0.0,1.0,0.0,2
0.30721,0.15847,-1.04,-60.0,6.2817,924.25,0.0,0.0,1.0,2
0.30721,0.15847,-1.04,-50.5,2.1414,924.75,0.0,1.0,0.0,2
0.33066,0.16995,-1.04,-49.5,5.9028,923.75,0.0,1.0,0.0,2
0.29548,0.16995,-1.0286,-60.0,3.3517,923.75,0.0,0.0,1.0,2
0.29548,0.16995,-1.0286,-50.5,4.7553,921.25,0.0,1.0,0.0,2
0.29548,0.16995,-1.0286,-61.0,1.873,921.25,0.0,0.0,1.0,2
0.29548,0.12402,-1.04,-63.5,1.784,921.75,0.0,0.0,1.0,2
0.35411,0.16995,-1.0628,-50.5,1.1505,922.25,0.0,1.0,0.0,2
0.35411,0.16995,-1.0628,-62.5,1.4956,922.25,0.0,0.0,1.0,2
0.61207,0.10105,-0.93733,-65.5,5.7325,920.25,0.0,0.0,1.0,2
0.61207,0.10105,-0.93733,-51.0,1.6705,925.75,0.0,1.0,0.0,2
